sweep,symbol,timeframe,sl_pct,rr,tp_pct,max_hold,trail_act,trail_dist,total_trades,wins,losses,win_rate,total_pnl,avg_win,avg_loss,profit_factor,max_dd,sharpe
TRAIL,XAU,1h,0.02,,,,0.02,0.01,20,6,14,0.3,-0.18609601496088116,0.01813066417318634,-0.021062857142857088,0.3689093361337436,0.1948295275338147,-7.973691092541259
TRAIL,XAU,1h,0.02,,,,0.02,0.015,19,7,12,0.3684210526315789,-0.09433679475466525,0.02262902932076199,-0.0210616666666666,0.6267437099206078,0.13521918410495695,-3.491574044104543
TRAIL,XAU,1h,0.02,,,,0.02,0.02,18,6,12,0.3333333333333333,-0.11268968974111711,0.023341718376480344,-0.0210616666666666,0.5541279981755263,0.15105686900858728,-4.242234062631705
TRAIL,XAU,1h,0.02,,,,0.03,0.005,19,6,13,0.3157894736842105,-0.09970616930435301,0.029017305115941017,-0.021062307692307623,0.6358563627904265,0.132531712279505,-3.557986883553428
TRAIL,XAU,1h,0.02,,,,0.03,0.01,19,6,13,0.3157894736842105,-0.08404431819274202,0.031627613634542855,-0.021062307692307623,0.6930560673724763,0.11808147604452099,-2.8136740224155368
TRAIL,XAU,1h,0.02,,,,0.03,0.015,18,7,11,0.3888888888888889,-0.026309694015583272,0.029337186569202277,-0.021060909090909016,0.8864346095066977,0.09732840059753678,-0.8944691538340975
TRAIL,XAU,1h,0.02,,,,0.03,0.02,17,6,11,0.35294117647058826,-0.04490094991949238,0.031128175013417803,-0.021060909090909016,0.8061857386822096,0.10210883606846055,-1.5803072197656538
TRAIL,AVAX,1h,0.02,,,,0.01,0.005,68,44,24,0.6470588235294118,-0.09624059181622695,0.009299532004176653,-0.021059166666666653,0.8095829373269222,0.19755679316533797,-1.4428514536994212
TRAIL,AVAX,1h,0.02,,,,0.01,0.01,68,35,33,0.5147058823529411,-0.26520705579760995,0.007000142868922304,-0.015460971400299723,0.4802022951638966,0.34697751033388236,-4.423522683343297
TRAIL,AVAX,1h,0.02,,,,0.01,0.015,68,30,38,0.4411764705882353,-0.20384477177534258,0.011675995909903255,-0.014582227607169485,0.6321319181224615,0.2680261413339396,-2.6829335351708763
TRAIL,AVAX,1h,0.02,,,,0.01,0.02,66,21,45,0.3181818181818182,-0.18600171519740513,0.018918138552038118,-0.01296183610644901,0.6811121962285335,0.22645612279280694,-2.260124429628445
TRAIL,AVAX,1h,0.02,,,,0.02,0.005,61,26,35,0.4262295081967213,-0.19464718902902806,0.020861646575806577,-0.021058571428571402,0.7359104687212151,0.29142587708394707,-2.3744043124380485
TRAIL,AVAX,1h,0.02,,,,0.02,0.01,60,26,34,0.43333333333333335,-0.2702354873273378,0.017144019718179276,-0.021058235294117617,0.6225655921571298,0.32450603854200316,-3.6346563769816966
TRAIL,AVAX,1h,0.02,,,,0.02,0.015,60,26,34,0.43333333333333335,-0.2874580821268824,0.016481612225889102,-0.021058235294117617,0.5985110168903004,0.33654859293856487,-3.5980401862350817
TRAIL,AVAX,1h,0.02,,,,0.02,0.02,60,23,37,0.38333333333333336,-0.3031712719756661,0.018030180204885587,-0.01940176801859553,0.5776767275203392,0.3296292392512953,-3.65190061696667
TRAIL,AVAX,1h,0.02,,,,0.03,0.005,55,18,37,0.32727272727272727,-0.19934383221349267,0.03221367598813926,-0.021059189189189167,0.744165309855757,0.2537987107684495,-2.2676673095589606
TRAIL,AVAX,1h,0.02,,,,0.03,0.01,55,18,37,0.32727272727272727,-0.2855870366339014,0.027422386853672112,-0.021059189189189167,0.6334821588651016,0.31046086988406313,-3.5617631162921772
TRAIL,AVAX,1h,0.02,,,,0.03,0.015,55,18,37,0.32727272727272727,-0.24756216545466148,0.029534879696963206,-0.021059189189189167,0.6822826711653618,0.25900875179388605,-2.839078157038254
TRAIL,AVAX,1h,0.02,,,,0.03,0.02,55,18,37,0.32727272727272727,-0.2738756047235843,0.028073021959800833,-0.021059189189189167,0.6485124235121287,0.26655202375144954,-3.193641080744143
TRAIL,DOGE,1h,0.02,,,,0.01,0.005,76,41,35,0.5394736842105263,-0.06727272846696186,0.016336031013000893,-0.02105857142857139,0.9087270490917005,0.32541624681890097,-0.42850818517979694
TRAIL,DOGE,1h,0.02,,,,0.01,0.01,76,37,39,0.4868421052631579,-0.23916699374770942,0.013538733158979604,-0.01897692616999884,0.6768450820624965,0.40552324106258963,-1.5727209084120728
TRAIL,DOGE,1h,0.02,,,,0.01,0.015,76,28,48,0.3684210526315789,-0.24739847034089554,0.01822796904724806,-0.0157871167429967,0.6735227285213381,0.38736324438251035,-1.6031615593747168
TRAIL,DOGE,1h,0.02,,,,0.01,0.02,75,21,54,0.28,-0.3641036285144063,0.021124772257004487,-0.014957848998361124,0.549222633010763,0.46373624437962957,-2.4406290762824354
TRAIL,DOGE,1h,0.02,,,,0.02,0.005,71,32,39,0.4507042253521127,-0.15760068295648433,0.020739666157609804,-0.021058205128205082,0.8081012542081352,0.3851662910285165,-1.6637579492292134
TRAIL,DOGE,1h,0.02,,,,0.02,0.01,71,32,39,0.4507042253521127,-0.3174748875282342,0.015743597264742625,-0.021058205128205082,0.6134342085693684,0.45413809297616203,-3.7875977697778813
TRAIL,DOGE,1h,0.02,,,,0.02,0.015,71,32,39,0.4507042253521127,-0.4447718268808091,0.011765567909974661,-0.021058205128205082,0.4584340997713176,0.5044553340406296,-5.834246893994931
TRAIL,DOGE,1h,0.02,,,,0.02,0.02,71,28,43,0.39436619718309857,-0.553414150460054,0.008946902308204894,-0.018695986397437,0.31161179470631317,0.5562099746164861,-8.108244966374036
TRAIL,DOGE,1h,0.02,,,,0.03,0.005,65,24,41,0.36923076923076925,-0.13642346013217596,0.030291939161159256,-0.021059268292682884,0.8419982394262692,0.2639088438575615,-1.3098987185474704
TRAIL,DOGE,1h,0.02,,,,0.03,0.01,65,24,41,0.36923076923076925,-0.23357276281596306,0.026244051549334804,-0.021059268292682884,0.7294826878658798,0.2974815009557652,-2.4159939021851846
TRAIL,DOGE,1h,0.02,,,,0.03,0.015,65,24,41,0.36923076923076925,-0.2825255405172185,0.024204352478449143,-0.021059268292682884,0.6727869769208629,0.3016185192045876,-2.956795946679087
TRAIL,DOGE,1h,0.02,,,,0.03,0.02,65,24,41,0.36923076923076925,-0.3566926999236256,0.02111405416984886,-0.021059268292682884,0.5868886882276196,0.35830524455608076,-3.881341795364442
